#Ra, Dec, RRLIndicator, RRLtype, P_true, P_best, chi2dof, N, tID, phi, r0, P_template, rExt, d, uF, gF, rF, iF, zF, ugmin, ugminErr, grmin, grminErr, file #  
314.717835487,-0.926635645304,1,c,0.329513901588,0.569770896458,5.40581824071,25,192,-0.014754444831,17.5656779719,0.601955559798,0.226,26.3,18.892,17.763,17.739,17.78,17.843,1.08,0.041,0.1,0.018,4571223990524888604.pkl
316.332869216,1.1248610387,1,ab,0.455695585175,0.455700212131,1.01596832714,21,296,-0.10560050778,18.3239800949,0.48979375276,0.332,43.99,20.005,18.891,18.844,18.853,18.891,1.104,0.034,0.233,0.006,4607059273497683985.pkl
313.838597831,-1.17965780966,1,ab,0.605596228233,0.605591460916,1.44301363526,23,372,0.120383626675,16.6545139281,0.614429845684,0.324,18.54,18.237,17.083,16.87,16.819,16.823,1.164,0.021,0.29,0.006,4607323156288243470.pkl
44.3228808995,0.785223966681,1,ab,0.554513694095,0.372524577186,4.06843500496,24,138,-0.0863527363215,18.0867831275,0.459303362229,0.204,34.88,19.547,18.422,18.288,18.254,18.268,1.117,0.014,0.239,0.006,4616277578984805242.pkl
313.955096409,-0.879285069254,1,ab,0.497100748894,0.49710186434,1.1327385643,31,286,0.114721402066,16.7353214706,0.470047525628,0.252,22.53,18.574,17.448,17.375,17.38,17.398,1.113,0.029,0.251,0.007,4625302370425647517.pkl
313.507556335,-1.23257594538,1,c,0.419936891662,0.725142762179,2.68631619042,22,156,-0.0247510508746,17.2492126677,0.722990487911,0.338,23.08,18.683,17.515,17.403,17.385,17.414,1.147,0.015,0.187,0.007,4625355146983094150.pkl
315.586627733,0.822531009684,1,ab,0.581709803143,0.581657298438,0.36504900688,19,250,-0.0701894264969,14.9400944131,0.581709803143,0.239,8.62,16.555,15.398,15.236,15.208,15.212,1.146,0.012,0.248,0.004,4643140847074794548.pkl
315.274972957,0.558595694273,1,c,0.366553126584,0.537659076458,5.94006681478,21,192,-0.218832328596,15.2088415674,0.601955559798,0.216,8.81,16.533,15.379,15.378,15.427,15.477,1.086,0.007,0.101,0.007,4643176031446326164.pkl
312.717561214,-1.15311120014,1,ab,0.557745415166,0.557774738691,2.07689381134,25,142,-0.0572644933416,17.4097970575,0.585401410807,0.206,26.51,18.959,17.837,17.676,17.642,17.649,1.1,0.012,0.256,0.005,4661419128374820988.pkl
45.7677585101,0.508257002839,1,ab,0.641874750367,0.641892823093,1.57726818863,20,206,-0.249441579755,17.923963335,0.630075666593,0.22,32.11,19.35,18.266,18.077,18.02,18.042,1.113,0.024,0.233,0.008,4670232813583007984.pkl
314.762699122,0.877703594081,1,ab,0.525050365208,0.52507238263,6.35441959927,26,274,-0.211040556105,16.4441217144,0.570380002634,0.19,16.32,17.892,16.774,16.636,16.619,16.63,1.141,0.009,0.215,0.004,4679204828465842353.pkl
313.338870771,-0.34709807667,1,c,0.37657109574,0.55065599976,5.15496143301,26,272,-0.0996805858569,17.2354208002,0.512091977726,0.288,22.27,18.515,17.416,17.357,17.367,17.415,1.088,0.01,0.125,0.005,4679345565954025700.pkl
312.484611934,-1.18367185686,1,ab,0.487085275131,0.487112641329,8.11626935805,22,200,0.0274476063951,15.5368317623,0.476303326318,0.197,12.68,17.3,16.198,16.128,16.147,16.154,1.114,0.016,0.21,0.008,4679451119070347698.pkl
313.692056389,0.298796515333,1,ab,0.564471951081,0.564445145097,1.64784831851,19,42,-0.124561062796,16.2271694221,0.587521807809,0.219,15.86,17.868,16.719,16.565,16.528,16.54,1.133,0.01,0.264,0.004,4697307187904867007.pkl
312.318765965,-0.966733966067,1,ab,0.551129931409,0.55114334318,1.046190707,23,330,-0.264713271236,17.232448572,0.595590038237,0.197,25.18,18.843,17.707,17.591,17.57,17.602,1.114,0.022,0.262,0.007,4697447925393888996.pkl
312.13898315,-1.08866606456,1,ab,0.636686341487,0.636678427129,1.14147853553,22,32,0.0847473148365,16.6025039431,0.613193437285,0.202,18.96,18.277,17.097,16.965,16.913,16.907,1.163,0.011,0.246,0.007,4697465517579796596.pkl
312.748034113,-0.20764499326,1,c,0.331314006297,0.445912573302,6.62658172324,22,264,-0.204325498039,14.8288508033,0.436911440463,0.311,7.4,16.17,15.019,14.971,14.996,15.034,1.114,0.02,0.135,0.011,4715409547345050882.pkl
312.066223649,-0.98381273919,1,c,0.33486962471,0.418713909759,2.74045514388,25,272,-0.0243130583093,16.8266492982,0.512091977726,0.204,18.4,18.124,16.995,16.949,16.967,17.017,1.101,0.014,0.133,0.005,4715479916089413130.pkl
312.380980828,-0.239843237056,1,c,0.308416520121,0.689616635993,6.85310086008,24,336,0.00524915350705,16.7902520708,0.613291052572,0.224,17.11,17.96,16.803,16.847,16.919,16.978,1.127,0.015,0.006,0.007,4733441538040573109.pkl
311.451565323,-1.0291432093,1,ab,0.642995863858,0.642997256352,1.16519611794,25,244,0.115748122316,15.8216144269,0.649471743968,0.199,12.09,17.287,16.15,15.952,15.89,15.898,1.128,0.005,0.244,0.008,4733529498970843304.pkl
311.496983588,-1.00159483896,1,ab,0.577245746825,0.577234010803,1.18385418622,19,270,-0.0939747264794,18.2037694631,0.589379870609,0.202,40.83,19.85,18.757,18.638,18.609,18.627,1.077,0.031,0.258,0.012,4733529498970980856.pkl
313.177957647,0.77516700728,1,ab,0.643397263059,0.643407548685,0.921224420168,22,98,-0.337988299774,17.3622623218,0.557552667686,0.279,28.37,19.108,17.986,17.822,17.778,17.792,1.1,0.028,0.272,0.003,4751350383433596814.pkl
312.984136066,0.525685202389,1,ab,0.4997224523,0.499723627898,2.91378287061,23,112,0.124110001669,15.591538694,0.52997322774,0.318,12.72,17.328,16.214,16.124,16.125,16.147,1.072,0.001,0.241,0.0,4751367975619438317.pkl
312.127151432,-0.0737977301813,1,ab,0.470047525628,0.470047025214,0.950272539784,20,54,0.183031788517,15.4261601604,0.469392103369,0.268,12.19,17.227,16.104,16.055,16.077,16.112,1.117,0.004,0.214,0.008,4751455936549975697.pkl
311.568653534,-0.384119848022,1,c,0.404288100677,0.364255063302,2.18529268641,20,264,-0.0574744386427,18.1012474647,0.436911440463,0.272,33.33,19.405,18.303,18.214,18.22,18.242,1.068,0.018,0.167,0.005,4769523111617827276.pkl
311.127059191,-0.654593003927,1,c,0.356358659336,0.554453876458,4.02469266047,23,192,-0.335362765613,18.4849176644,0.601955559798,0.193,42.25,19.934,18.794,18.766,18.799,18.822,1.122,0.023,0.134,0.012,4769558295989942127.pkl
312.128006808,0.445442857885,1,c,0.418755786531,0.418743313302,9.02325593725,22,264,-0.185608716719,14.8150204447,0.436911440463,0.252,7.34,16.119,14.998,14.955,14.955,14.979,1.089,0.012,0.125,0.008,4787449549196820671.pkl
311.546525788,-0.0426020533099,1,ab,0.582126959793,0.582153168031,1.95109492422,19,164,0.168769636709,16.4603895004,0.557696402635,0.21,18.03,18.091,16.984,16.86,16.861,16.867,1.104,0.011,0.249,0.004,4787502325755204223.pkl
311.527207592,-0.133939318647,1,ab,0.477095340488,0.47709189434,3.83998178084,23,286,0.122483083066,16.1551079277,0.470047525628,0.194,17.08,17.977,16.84,16.783,16.809,16.857,1.109,0.011,0.221,0.008,4787519917941248634.pkl
311.231798527,-0.302325679942,1,ab,0.480345877175,0.480355366848,8.622708097,25,212,0.000196978491713,15.5325770366,0.501085915722,0.178,12.45,17.297,16.157,16.089,16.109,16.133,1.118,0.014,0.206,0.009,4787537510127307336.pkl
311.815015773,0.558699631801,1,ab,0.508643546865,0.508660103599,5.60707678705,24,332,0.0466715309735,14.8077908586,0.560523098246,0.285,7.82,16.305,15.158,15.06,15.022,15.066,1.117,0.01,0.222,0.008,4805481539892368613.pkl
311.212062657,0.188867003357,1,c,0.375607279746,0.393111773302,5.11138568801,20,264,0.14620265815,16.99100434,0.436911440463,0.239,19.98,18.283,17.179,17.121,17.13,17.162,1.08,0.033,0.15,0.004,4823548714960024895.pkl
310.133561734,-0.827118454043,1,c,0.286805450696,0.751480775852,7.12896177413,28,298,-0.145942437454,17.3763426097,0.723388007864,0.165,24.68,18.849,17.654,17.558,17.542,17.558,1.17,0.028,0.171,0.005,4823654268076425594.pkl
309.896224202,-0.884636021435,1,c,0.266454670069,0.391125373302,4.68817381311,22,264,0.205329461797,16.3985201582,0.436911440463,0.196,15.25,17.75,16.587,16.543,16.548,16.59,1.147,0.009,0.126,0.01,4823671860262118616.pkl
310.699212163,0.0644875361402,1,ab,0.561861046071,0.561856889222,0.634284451635,19,276,0.0793730128257,16.8892356291,0.570429663717,0.183,22.32,18.627,17.468,17.297,17.252,17.241,1.151,0.022,0.267,0.008,4841598297841775660.pkl
310.756240056,0.334352035854,1,ab,0.606209461403,0.6062148293,2.20918184404,19,312,0.313263310689,15.808695951,0.593574150526,0.202,13.74,17.535,16.386,16.283,16.258,16.279,1.107,0.007,0.244,0.004,4859577511978723664.pkl
308.927898087,-0.779031170089,1,ab,0.645405370962,0.645417795066,0.873168227977,26,136,-0.268319739726,18.007752282,0.602795918944,0.34,34.75,19.573,18.445,18.24,18.181,18.187,1.097,0.079,0.274,0.004,4877750240162691371.pkl
308.986806552,-0.704312000084,1,ab,0.487099266706,0.540238457677,63.286730137,20,266,-0.131988020082,15.4521392221,0.604808830923,0.326,9.65,16.668,15.588,15.561,15.594,15.653,1.105,0.006,0.209,0.008,4877750240162691654.pkl
308.479529564,-1.17179670207,1,c,0.353140950668,0.588153326458,3.48278341751,23,192,-0.137074632785,17.7447063399,0.601955559798,0.576,29.0,19.234,17.983,17.937,17.962,18.0,1.23,0.025,0.131,0.015,4877803016721209360.pkl
310.094812068,0.557858351992,1,ab,0.48979375276,0.489794410844,1.31196595381,19,158,-0.234818149416,17.1985203854,0.515439109508,0.225,26.47,18.913,17.795,17.731,17.745,17.781,1.126,0.022,0.243,0.009,4895641493369491542.pkl
309.716255542,0.245319561605,1,ab,0.536986700828,0.536987899582,1.75009367376,21,122,0.0612945815176,15.7704873622,0.636983374644,0.201,13.37,17.437,16.322,16.229,16.218,16.226,1.097,0.013,0.226,0.008,4895676677741908325.pkl
310.741568403,1.17121172793,1,ab,0.569477072777,0.56947505203,2.71879401239,24,242,-0.142954939205,15.323691191,0.589949255914,0.217,10.5,16.973,15.81,15.688,15.669,15.686,1.148,0.006,0.246,0.003,4913585523134951612.pkl
308.748934089,-0.311335786768,1,ab,0.699131154371,0.699124955911,1.61918547238,27,64,0.253443777122,14.700661221,0.627313656395,0.329,8.15,16.317,15.25,15.154,15.146,15.169,1.034,0.006,0.228,0.006,4913761444995688361.pkl
308.327295968,-0.604837938133,1,ab,0.471167783678,0.471175345214,0.962613611528,24,54,0.068609325839,17.3830760839,0.469392103369,0.5,30.01,19.2,18.058,18.014,18.023,18.08,1.136,0.033,0.215,0.008,4913814221554035227.pkl
309.675406973,0.965695079686,1,ab,0.659161730476,0.659184209297,2.37569158573,24,2,0.261849359811,14.9011526491,0.612262983773,0.262,8.08,16.383,15.263,15.089,15.037,15.05,1.103,0.003,0.275,0.006,4949667096712039805.pkl
51.8836911479,0.0642748937517,1,ab,0.466193475081,0.46618994716,2.24430933779,19,320,-0.191664842272,16.2210955365,0.460119246029,0.343,17.62,17.985,16.901,16.859,16.889,16.919,1.093,0.017,0.204,0.006,4958128938199906355.pkl
308.07353226,0.00671417126138,1,ab,0.574297585526,0.574307367677,3.24343286889,21,266,0.0614927552811,18.4561153166,0.604808830923,0.385,43.21,19.927,18.874,18.769,18.758,18.752,1.034,0.075,0.213,0.013,4967822232710394386.pkl
359.414733684,-0.18125799996,0,None,-99999.99,0.579400839316,2.95674914511,21,326,-0.179932322925,15.3233714614,0.670959939225,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,2335169183348564137.pkl
1.2733293273,-0.0664952699206,0,None,-99999.99,0.617979415305,51.5928370696,26,132,-0.235161193115,17.3130720187,0.631356379875,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,2366588827624843659.pkl
357.711886423,-1.01816639415,0,None,-99999.99,0.523452618606,7.41349656693,27,334,-0.185814705146,15.4508528341,0.593867790291,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,2371321125670855350.pkl
357.574996389,-0.596197758317,0,None,-99999.99,0.694615068971,5.15930598733,28,24,-0.387710220165,15.7419370771,0.643236994463,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,2389317931994291800.pkl
359.27018684,0.90940105364,0,None,-99999.99,0.764543129316,1.90817006134,20,326,-0.329385705921,15.5902774542,0.670959939225,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,2407174000829423615.pkl
357.763221146,-0.0274680731743,0,None,-99999.99,0.506638406913,14.404307035,22,294,-0.268599508469,16.2035041261,0.47621836446,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,2425311544641105699.pkl
357.292612867,-0.00565750646949,0,None,-99999.99,0.47186221263,19.6510884845,26,274,0.201902334883,17.8937235594,0.570380002634,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,2443343535336690821.pkl
357.52979264,0.775160529985,0,None,-99999.99,0.51491960976,13.0759090996,31,272,-0.392748352953,16.6000601194,0.512091977726,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,2479319555797279611.pkl
356.316445292,-0.320641456414,0,None,-99999.99,0.761587217379,7.01591053375,22,12,0.115774627297,16.2490466007,0.738329601782,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,2479442701098960017.pkl
5.07489431785,-0.590470610448,0,None,-99999.99,0.430911322329,73.6123437915,29,256,-0.115305454859,16.6414191134,0.482987683855,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,2528489715791517684.pkl
5.55691640777,-0.327051691298,0,None,-99999.99,0.811562323353,3.69755973273,17,224,-0.478702503051,15.781412631,0.74296967787,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,2564518512810475018.pkl
353.657042457,-0.979319944221,0,None,-99999.99,0.754208287379,7.78018797565,26,12,0.0362862320852,15.088133067,0.738329601782,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,2569690615507833568.pkl
5.0701599642,0.709299962716,0,None,-99999.99,0.491061155482,56.1813461558,24,60,-0.217434337173,16.6433908943,0.588987757118,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,2600617678573633819.pkl
4.98179313104,0.732387059021,0,None,-99999.99,0.672101789316,13.0401800163,27,326,-0.189073364146,17.7114087963,0.670959939225,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,2600635270759678201.pkl
4.93492470924,0.732004304017,0,None,-99999.99,0.470135889031,5.25990763602,21,328,-0.0796855619691,15.7403591188,0.566611085659,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,2600635270759678256.pkl
6.49756751875,-0.391169298208,0,None,-99999.99,0.547284616458,19.7567655671,26,192,0.0711968247042,15.8420825379,0.601955559798,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,2618508931780731248.pkl
353.708402876,0.20993690068,0,None,-99999.99,0.364744313302,6.62599595602,18,264,0.00743986254269,16.8952228085,0.436911440463,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,2641677840801302097.pkl
9.01849711167,-1.13742860559,0,None,-99999.99,0.577530603225,12.3735292836,18,232,0.160304399647,16.0702364835,0.646986893565,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,2690390603958263680.pkl
8.86079359164,-0.897494307203,0,None,-99999.99,0.544828306458,0.48422438574,13,192,-0.14731277998,18.7369477959,0.601955559798,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,2708422594653886454.pkl
8.47125919355,-0.605458896085,0,None,-99999.99,0.480122447123,9.61001639164,22,56,0.0437746429084,15.9773665439,0.556892616047,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,2708457779025986397.pkl
7.08302885943,0.691037165298,0,None,-99999.99,0.574211651436,4.50441954233,21,338,0.282176234593,15.9335208927,0.631492970892,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,2708616108700452136.pkl
8.60601474442,-0.14775632729,0,None,-99999.99,0.682076819316,5.71182153207,22,326,0.0256832541303,15.2194163341,0.670959939225,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,2726507361907543264.pkl
353.301345107,1.20691902738,0,None,-99999.99,0.65701447263,10.9255899233,31,274,0.212170793352,17.5466278941,0.570380002634,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,2731714648976827197.pkl
8.73061181706,-0.116968615295,0,None,-99999.99,0.545704401436,4.21025349473,19,338,-0.366333504406,15.9366235899,0.631492970892,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,2744504168230964090.pkl
351.26311137,-0.136262355703,0,None,-99999.99,0.525008000527,10.114477385,18,68,-0.0664007189564,16.9965764528,0.618615523813,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,2749904969346836341.pkl
8.58430409067,0.431225379359,0,None,-99999.99,0.588847809031,2.94626275122,28,328,0.170282347985,16.3138120472,0.566611085659,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,2762571343298577865.pkl
8.56230626574,0.461980389681,0,None,-99999.99,0.695292789045,14.7434790783,22,76,0.142620227623,15.9242892854,0.717405717621,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,2762571343298578048.pkl
8.423312276,0.410669058618,0,None,-99999.99,0.704323459316,6.07396511119,22,326,-0.0668117449314,16.603346404,0.670959939225,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,2762571343298594545.pkl
349.980254819,-0.186413718286,0,None,-99999.99,0.602933418893,2.6144478651,22,310,0.146464429756,16.7414319234,0.633297825631,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,2804018533619054971.pkl
348.384125923,-1.12942170345,0,None,-99999.99,0.591009036458,0.784604700197,20,192,0.0056537195276,19.3466884692,0.601955559798,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,2840170475940733870.pkl
10.7273751128,0.299237152483,0,None,-99999.99,0.535789494372,6.33447127169,24,198,-0.0169229768728,16.6062385211,0.485873184148,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,2870534589053286789.pkl
348.645200337,1.25688211741,0,None,-99999.99,0.688503755694,18.8585003056,22,210,0.272913536263,16.5743506566,0.71883653049,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,2966130528018701638.pkl
348.073946212,0.673776506046,0,None,-99999.99,0.624121648893,20.8239124001,26,310,0.209291883391,15.4413896702,0.633297825631,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,2966183304576806539.pkl
12.7128721519,0.394871368045,0,None,-99999.99,0.656125009547,19.0988868365,31,134,-0.31150037882,16.5199853888,0.580769203352,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,2978533019179994200.pkl
15.1773371745,-1.05537922937,0,None,-99999.99,0.498551586127,7.22377532126,29,90,-0.192428527058,15.8029002077,0.583379425265,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,3014350709966349685.pkl
15.1880134819,-1.03675007723,0,None,-99999.99,0.59068398263,11.2919269893,27,274,-0.20244450828,16.0842347892,0.570380002634,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,3014350709966349706.pkl
15.1804089913,-1.0260470825,0,None,-99999.99,0.504249535066,11.1754749444,29,136,-0.173950549675,14.7885905254,0.602795918944,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,3014350709966349727.pkl
347.593856046,1.1897611428,0,None,-99999.99,0.404586487186,27.1290347745,31,138,0.251607866808,16.8670298317,0.459303362229,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,3020226500105297979.pkl
346.02071137,0.617097272311,0,None,-99999.99,0.635272610527,4.43342931555,26,68,0.0412690716552,17.1952777497,0.618615523813,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,3056360850240370731.pkl
14.7601641386,0.232533966799,0,None,-99999.99,0.576120302705,42.2798764174,26,116,0.0137597745832,15.3271458004,0.498564489439,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,3068481866424986984.pkl
14.4896095811,0.599213427312,0,None,-99999.99,0.632626779045,9.46531810002,22,76,-0.32761690673,15.4913985317,0.717405717621,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,3086531449306537618.pkl
343.477553804,-0.788557395404,0,None,-99999.99,0.527127065482,3.03864264405,20,60,0.226125407653,16.6838493499,0.588987757118,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,3110615152001526347.pkl
343.440149522,-0.710265860623,0,None,-99999.99,0.678508785694,5.35229190743,21,210,-0.473642727004,14.5547094061,0.71883653049,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,3110615152001526510.pkl
15.9116631567,0.208777738465,0,None,-99999.99,0.525782365993,5.31329268657,20,336,0.141899566382,16.0574932121,0.613291052572,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,3122472285395426087.pkl
16.5958585338,-0.248957187753,0,None,-99999.99,0.426298916913,14.6902648282,24,294,0.0493506085841,18.1176131226,0.47621836446,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,3140416315160782570.pkl
343.727555139,0.126070894212,0,None,-99999.99,0.559533671436,17.8245237452,13,338,0.192226017265,16.3580960476,0.631492970892,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,3146573580276230558.pkl
343.727405428,0.118375546672,0,None,-99999.99,0.519129098606,13.2739929524,21,334,-0.234322673824,14.8927141528,0.593867790291,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,3146573580276230599.pkl
344.233756437,0.709268565998,0,None,-99999.99,0.641896977212,8.0906995104,22,52,-0.132653287802,18.7614038536,0.71532981193,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,3164535202227678922.pkl
17.9855077932,-0.872605536747,0,None,-99999.99,0.727042421436,8.29033069565,20,338,-0.182170269665,17.9751423797,0.631492970892,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,3176339559062908679.pkl
18.3008213959,-0.710838946055,0,None,-99999.99,0.763983693353,5.85206342962,26,224,0.281850431814,15.2673655706,0.74296967787,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,3194353957572607678.pkl
17.70180327,-0.212244032628,0,None,-99999.99,0.50653111774,15.6782482867,26,80,0.055734150051,17.0012144399,0.569410914111,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,3194406734130980910.pkl
343.834374888,1.05690685569,0,None,-99999.99,0.614061586,41.257122776,30,18,-0.0973860815597,16.0144813412,0.550572664997,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,3200563999246566802.pkl
19.4704288677,-0.329509799366,0,None,-99999.99,0.539813165173,9.26997619434,25,62,0.196907683164,16.5908930318,0.5877128845,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,3284390765748225407.pkl
340.266305837,-0.524208002641,0,None,-99999.99,0.567762842705,13.1832186171,23,116,0.0766573675846,16.3477896201,0.498564489439,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,3290899874584036071.pkl
339.41945609,-1.06003013235,0,None,-99999.99,0.549231670527,11.4097367065,18,68,0.256449408314,15.9483492449,0.618615523813,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,3290987835514795966.pkl
19.2824431703,0.0749103036193,0,None,-99999.99,0.663117027001,7.08040673349,26,50,-0.195624669267,16.3435603989,0.630911694543,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,3302440348629851030.pkl
339.542894655,-0.775371145545,0,None,-99999.99,0.447400353302,38.0318129557,29,264,-0.0307103867647,16.6077231031,0.436911440463,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,-99999.99,3308967049652187265.pkl
