#Ra, Dec, RRLIndicator, RRLtype, P_true, P_best, chi2dof, N, tID, phi, r0, P_template, rExt, d, uF, gF, rF, iF, zF, ugmin, ugminErr, grmin, grminErr, file_number, F
348.643202832,-1.09463786985,1,ab,0.486398264091,0.486397309776,5.57925225824,30,331,-0.0530475995522,17.1202499334,0.542616712208,0.119,23.92,18.747,17.574,17.513,17.514,17.544,1.147,0.028,0.213,0.012,2822138485245202117,0.804483226825
10.9902263341,0.0379597220648,1,ab,0.907496629521,0.497427353554,14.6714193019,28,192,0.141396785583,15.2584512928,0.501085915722,0.046,11.11,17.063,15.902,15.852,15.839,15.845,1.153,0.006,0.188,0.003,2870499404680863895,0.821278524029
347.855913603,-0.761463734814,1,ab,0.606785148394,0.606781741172,0.620585953894,26,176,0.175935851158,19.6989534013,0.680391929066,0.097,81.47,21.287,20.272,20.12,20.065,20.05,1.109,0.027,0.234,0.014,2876216865145743696,1.09442027603
349.544963671,0.857024901624,1,ab,0.630911694543,0.527153102348,0.471262239172,26,97,-0.245071435271,19.8441094829,0.598634821807,0.156,83.02,21.304,20.337,20.13,20.054,20.008,1.064,0.219,0.264,0.005,2894037749608611317,1.05812639851
10.356803269,1.14977497978,1,c,0.339003694734,0.339007594853,5.73876283527,33,380,-0.0362811290848,17.0980048473,0.366136119031,0.057,21.84,18.508,17.364,17.328,17.34,17.366,1.109,0.03,0.13,0.005,2906633754816311174,0.912041416536
12.3486559579,-0.29985611043,1,ab,0.515945314351,0.51593541858,3.60724719922,38,81,0.00472112132895,16.8813576188,0.536350731455,0.067,21.72,18.553,17.385,17.27,17.254,17.265,1.144,0.013,0.241,0.008,2924454639279214947,1.04559059128
347.431257193,-0.48861158917,1,c,0.328688653024,0.328693074853,1.87485009616,23,197,0.0329396137771,17.4694489819,0.482987683855,0.099,25.87,18.901,17.725,17.705,17.73,17.763,1.138,0.024,0.128,0.006,2930260060674141584,0.847837412598
13.3693519042,-0.722535231585,1,ab,0.550572664997,0.550560127513,3.12921772627,33,301,-0.0431796084208,16.9362566127,0.620311806887,0.099,22.55,18.632,17.459,17.364,17.334,17.317,1.156,0.016,0.241,0.013,2942398669044683110,1.04427354826
348.462061009,0.804736732836,1,ab,0.686835942046,0.686826585226,0.741378184881,25,139,-0.0340681734455,17.8498692845,0.708586946896,0.124,33.45,19.506,18.344,18.181,18.127,18.114,1.1,0.026,0.26,0.008,2948151313881317620,0.950901975887
13.4092250321,-0.0507302698921,1,ab,0.527015758519,0.527016680034,2.16984162258,28,266,0.00274710978545,15.8547702778,0.4997224523,0.068,14.38,17.622,16.473,16.4,16.402,16.399,1.117,0.01,0.232,0.007,2978462650435715326,0.957840864235
346.615248711,-0.244292633526,1,c,0.350861318451,0.350849834853,5.95828288658,35,380,0.15846899655,15.6429195329,0.366136119031,0.126,11.05,17.062,15.891,15.838,15.857,15.885,1.145,0.011,0.131,0.008,2984320848388668579,0.872314327684
345.427647524,-1.12776717381,1,ab,0.626807812976,0.626802958764,1.32136783344,25,57,0.261664822586,16.1471971978,0.645405370962,0.147,15.34,17.858,16.665,16.468,16.4,16.395,1.197,0.013,0.289,0.005,2984443993690833022,0.984594572826
347.682830211,1.04090758484,1,ab,0.578921088225,0.578940235252,1.55690087689,25,42,0.198880378123,17.8035738686,0.658608658239,0.126,31.92,19.418,18.253,18.064,18.015,18.019,1.172,0.028,0.278,0.018,3002212101595816862,0.845717252282
14.6166314978,-0.750593211165,1,c,0.333306190541,0.333307023495,6.05753503898,38,379,-0.180677948065,17.1368859926,0.284336968948,0.099,21.78,18.607,17.359,17.319,17.333,17.355,1.201,0.009,0.113,0.005,3014385894338349574,1.05709544819
344.833244364,0.137018648679,1,ab,0.569410914111,0.569400675104,3.45246266128,28,163,-0.0399232889814,17.5104943214,0.602961410714,0.151,28.46,19.135,17.978,17.848,17.815,17.785,1.171,0.008,0.261,0.008,3092477608189328065,0.961017166622
16.2509791882,-0.395081375081,1,ab,0.744957258204,0.661073381008,0.884503420195,33,4,0.271228961894,19.2161761071,0.640334993498,0.104,59.13,20.71,19.596,19.397,19.355,19.344,1.038,0.028,0.243,0.03,3104405110327815455,0.913630150708
15.62111391,-0.0592407976511,1,ab,0.635454835852,0.635454598752,1.4421586456,51,110,-0.0994469507379,15.5490208529,0.621827770408,0.083,11.07,17.112,15.953,15.763,15.712,15.704,1.162,0.006,0.259,0.003,3104457886885947496,0.960563580296
16.4987824555,-0.378880376454,1,ab,0.5877128845,0.587736208752,2.3477890448,31,97,0.0951130862201,16.3648693435,0.598634821807,0.102,16.33,17.882,16.775,16.638,16.592,16.601,1.107,0.005,0.227,0.006,3122401916651301731,0.893755435098
16.3905845479,-0.395670817487,1,ab,0.627313656395,0.627305435305,3.44475927621,30,13,0.0262181565413,17.4694542788,0.459303362229,0.095,27.28,19.011,17.875,17.77,17.757,17.763,1.111,0.023,0.239,0.007,3122419508837297468,1.1757773227
344.538792187,0.871270304709,1,c,0.39419605446,0.312828133495,7.15054131964,29,379,0.139508975769,15.659663572,0.284336968948,0.159,10.59,16.959,15.769,15.795,15.854,15.899,1.156,0.007,0.038,0.007,3146503211532153577,0.873846701375
16.9535921149,-0.224622413208,1,ab,0.531023592279,0.531020678941,0.902673030488,35,314,-0.0369641640859,16.8602446202,0.540127219771,0.084,21.74,18.527,17.382,17.277,17.269,17.271,1.147,0.002,0.25,0.012,3158430713670264886,1.07238452308
342.609356877,-0.460042070388,1,c,0.305165284445,0.406038616913,1.00693485264,27,24,0.115545354123,19.0229353282,0.631356379875,0.248,53.58,20.513,19.305,19.289,19.323,19.351,1.107,0.06,0.118,0.015,3164693531902064859,0.902563327619
341.963834411,-1.24845502,1,ab,0.454669279378,0.454679723059,7.01636833717,28,114,-0.0168017043859,16.6307508102,0.604808830923,0.251,18.31,18.152,16.982,16.947,16.954,16.988,1.159,0.012,0.214,0.009,3164763900646193461,1.09986857568
342.677945361,-0.128862352691,1,ab,0.469270094788,0.469265375459,2.27441279758,32,336,0.00441559003763,15.7713025624,0.469270094788,0.249,14.25,17.596,16.45,16.386,16.407,16.423,1.129,0.013,0.231,0.006,3182672746039235652,0.986070291092
340.750410324,-1.23237720598,1,ab,0.687576257588,0.68757216443,0.496454512776,35,87,-0.29258696364,16.3924868287,0.640023909169,0.155,16.3,17.981,16.812,16.583,16.51,16.501,1.173,0.009,0.281,0.006,3218859872732565742,0.839708043078
341.613719123,-0.274040171108,1,c,0.262327714715,0.356312493495,2.6744633852,31,379,0.0393588805467,17.1620454786,0.284336968948,0.217,21.37,18.5,17.293,17.316,17.387,17.436,1.182,0.009,0.02,0.008,3236786310311805421,0.800015859997
340.167779999,-1.11885040668,1,ab,0.682099803504,0.682094477635,0.723924352871,36,120,0.0241844599331,19.3414799429,0.560523098246,0.156,68.64,20.911,19.913,19.732,19.664,19.624,1.021,0.062,0.282,0.014,3254923854123628099,0.990886419906
20.2193130174,-1.06994183885,1,ab,0.583379425265,0.583331726724,0.582544722013,38,364,0.0920749344966,19.2047911167,0.5877128845,0.097,63.36,20.895,19.728,19.572,19.521,19.484,1.141,0.06,0.28,0.013,3266288406308450226,1.08276656916
342.661270208,1.12228315052,1,c,0.40812719553,0.406233834372,1.80174597854,27,14,0.128567760966,18.176746023,0.485873184148,0.26,36.14,19.59,18.473,18.399,18.392,18.422,1.083,0.024,0.166,0.01,3272674369842698828,0.916455752792
341.059345858,-0.181597330902,1,ab,0.570872078758,0.570855982828,0.902512243481,30,246,0.0648219817527,17.0637440554,0.587522276242,0.176,24.75,18.859,17.682,17.536,17.508,17.502,1.156,0.007,0.268,0.016,3272832699516787335,0.91056184725
340.565038701,-0.674091707302,1,ab,0.549881497762,0.549022162,2.18736539398,28,297,0.00340911157556,16.1701498536,0.555270315731,0.166,16.17,17.906,16.742,16.634,16.6,16.596,1.139,0.018,0.248,0.016,3272885476074965601,1.06395024405
20.5277448054,-1.17325554805,1,ab,0.636774835461,0.636760271846,1.44899677489,30,314,-0.0554071334919,16.0064093592,0.540127219771,0.131,15.15,17.723,16.608,16.48,16.451,16.448,1.069,0.018,0.267,0.007,3284285212631726893,1.13212791503
18.6942755879,0.345847919852,1,c,0.336404532462,0.546929247018,10.3187548353,27,36,-0.134848441842,15.5015876601,0.55036964148,0.084,10.21,16.88,15.716,15.671,15.695,15.736,1.132,0.006,0.129,0.005,3284461134492449972,0.800001336124
18.3891456376,1.04427600385,1,ab,0.617988666885,0.618012830916,0.489627232442,25,138,0.230074987117,15.0370777061,0.614429845684,0.083,8.88,16.634,15.467,15.295,15.225,15.199,1.158,0.008,0.247,0.01,3302545901746101809,0.990937506022
340.949096744,0.500311002239,1,ab,0.507846617882,0.507865448941,1.93545007185,28,354,-0.261946543281,17.955076257,0.557696402635,0.2,34.98,19.518,18.401,18.331,18.329,18.339,1.148,0.089,0.245,0.025,3308826312163958619,0.933901697553
340.050495421,-0.253461249053,1,ab,0.58611445137,0.586126227043,2.00022747407,32,116,0.0240642593354,18.0092878553,0.585401410807,0.146,36.06,19.645,18.511,18.338,18.301,18.287,1.08,0.032,0.282,0.012,3308914273094188086,1.19635696509
338.893193429,-1.24061165836,1,ab,0.542616712208,0.542618518622,1.13070197234,43,378,-0.123337016539,16.8822215836,0.52997322774,0.152,23.55,18.701,17.547,17.468,17.446,17.453,1.101,0.023,0.251,0.01,3309037418396450146,1.02723474536
20.9074362201,-0.89445141767,1,ab,0.581607981909,0.581610758764,1.45475543091,32,153,0.0363799771552,15.0165022014,0.69096261242,0.139,9.07,16.722,15.508,15.348,15.302,15.305,1.199,0.013,0.258,0.003,3320314009650846335,0.930455140197
339.853449083,-0.0741608482251,1,ab,0.554791623256,0.554792808871,2.05066985288,42,304,0.247861194398,16.4909613809,0.508395001373,0.153,19.26,18.269,17.121,17.013,16.999,17.003,1.121,0.013,0.251,0.004,3344943070112989600,1.02766610233
339.440122906,-0.42552887987,1,ab,0.559209641302,0.559206325126,0.555439618581,24,80,-0.0800766333185,19.6975897025,0.491285132825,0.146,80.95,21.302,20.233,20.14,20.13,20.09,1.042,0.125,0.218,0.016,3344978254484655117,1.09282844718
339.142281528,-0.613647838285,1,ab,0.532723258513,0.532724433554,3.06939906759,33,360,-0.257902397015,15.4018401864,0.498811723395,0.137,12.62,17.421,16.209,16.09,16.063,16.074,1.191,0.006,0.254,0.006,3345013438857194124,0.918579804115
338.8388453,-0.797776999009,1,ab,0.585812448979,0.585802708691,1.22605769375,37,118,0.0313973344787,17.9242457799,0.587908147105,0.137,34.87,19.674,18.444,18.257,18.189,18.204,1.219,0.016,0.29,0.005,3345031031043250203,1.06600800383
338.548446433,-1.02300241398,1,ab,0.459102100742,0.455850722705,20.0565213443,31,34,0.215878158287,16.8322865175,0.498564489439,0.172,19.89,18.37,17.171,17.113,17.117,17.145,1.146,0.014,0.226,0.008,3345066215415347753,0.969719244077
340.019853507,0.70999981092,1,ab,0.576610027611,0.517139065104,9.60610982228,32,95,-0.0902864126253,16.5428689369,0.566611085659,0.198,17.64,18.1,16.95,16.796,16.753,16.753,1.137,0.007,0.268,0.009,3380919090573945231,0.890157463117
339.363632002,0.219946186541,1,ab,0.758405223932,0.758427586096,1.74091389521,32,19,0.0407616423211,16.1910803368,0.608054165715,0.169,15.32,17.818,16.668,16.46,16.39,16.37,1.137,0.015,0.297,0.003,3380971867131967122,1.13674243076
338.511068464,-0.29037943329,1,ab,0.446054610516,0.506123984372,7.74743863749,37,23,0.153143650273,17.1282428516,0.436911440463,0.149,20.18,18.327,17.188,17.17,17.194,17.208,1.133,0.016,0.187,0.003,3399074226571401703,0.956900671042
20.8895304162,1.07241262753,1,ab,0.638969182657,0.638952801608,0.793332989237,29,234,-0.300664882209,16.8942659179,0.625880355362,0.08,22.44,18.619,17.465,17.329,17.291,17.276,1.129,0.016,0.263,0.006,3446537944519669998,0.896461945179
338.351574342,0.558166350528,1,ab,0.52997322774,0.529968267898,0.977824383911,36,369,0.0866414203333,16.9687442039,0.527015758519,0.227,24.15,18.739,17.602,17.52,17.518,17.537,1.094,0.012,0.245,0.004,3453064645542012574,0.977614781826
337.771829171,0.0939648964529,1,ab,0.670265455378,0.670259358035,1.22307441107,43,60,0.127027567841,16.6558339984,0.649984725123,0.196,17.84,18.135,17.003,16.785,16.713,16.706,1.121,0.011,0.277,0.007,3453117422099854625,1.11602390881
337.739176382,-0.0563802021253,1,c,0.312324736574,0.312318493495,7.04828127059,44,379,0.0704145918382,16.202853103,0.284336968948,0.193,14.06,17.553,16.396,16.389,16.446,16.486,1.115,0.007,0.087,0.003,3453135014285899645,1.11540971804
336.894075401,-0.632461030988,1,c,0.315616665162,0.661577736342,4.13279630893,23,250,-0.141100468083,17.1019447792,0.602280106502,0.197,21.04,18.527,17.285,17.244,17.259,17.293,1.236,0.016,0.117,0.009,3453205383030423716,0.90240050809
23.4702778672,-0.750704345776,1,ab,0.606049003584,0.606061098779,1.46984244027,24,101,0.151734589588,16.7805289274,0.569410914111,0.089,20.02,18.413,17.217,17.081,17.038,17.043,1.156,0.016,0.242,0.008,3464306052424170143,1.11745118159
21.8098479029,0.734363695775,1,c,0.378616771287,0.796292782317,2.97760424919,37,93,0.248680248202,17.2803261549,0.643172792954,0.067,23.03,18.613,17.485,17.431,17.441,17.468,1.091,0.005,0.127,0.007,3464481974284645595,0.928465479543
336.295033738,-0.922711734149,1,ab,0.615207609048,0.615217554829,0.383765164615,26,59,0.0752270513276,19.4471868754,0.663341925321,0.212,75.02,21.176,20.088,19.948,19.905,19.885,1.253,0.133,0.305,0.019,3471272558097995362,1.18684085669
22.0565335159,1.23263702854,1,ab,0.587908147105,0.587886567743,0.980369131167,31,174,0.270607804251,17.3684053269,0.614298415366,0.068,25.67,18.976,17.773,17.601,17.542,17.539,1.205,0.013,0.272,0.007,3500528363489651140,1.05471033625
336.363371316,-0.301492636141,1,c,0.3298022767,0.822713272317,3.28110294593,23,23,-0.351549294862,17.2282250616,0.436911440463,0.233,21.82,18.52,17.371,17.31,17.325,17.352,1.102,0.011,0.14,0.006,3507266170744859520,0.837969958804
336.2299075,0.0449031206398,1,c,0.358943659988,0.560910028691,4.94510725974,33,36,0.240549776527,16.8222680776,0.55036964148,0.21,19.33,18.25,17.122,17.029,17.023,17.029,1.099,0.017,0.167,0.009,3525262977068280071,0.81316446336
334.78711365,-0.892872694321,1,ab,0.561335434998,0.561334870901,1.29826481344,31,288,-0.0163172507269,18.607262029,0.507846617882,0.237,52.34,20.467,19.307,19.164,19.118,19.114,1.192,0.061,0.293,0.013,3543400520880080528,0.96522589362
334.482925668,-1.1186076673,1,ab,0.622012236142,0.622015645252,1.20581612765,28,42,-0.155242972039,16.4456071269,0.658608658239,0.234,17.47,18.109,16.941,16.76,16.71,16.71,1.123,0.028,0.303,0.005,3543435705251629857,0.957350191477
25.4678739638,-0.89099849794,1,c,0.269456461915,0.265318993495,11.4618847153,33,379,0.0957202204883,15.2039045196,0.284336968948,0.074,8.5,16.511,15.282,15.331,15.396,15.458,1.191,0.006,0.01,0.004,3554272491855659987,0.80000000782
24.3783860684,0.0441561951215,1,ab,0.539484762201,0.539495758871,8.79847710392,31,157,0.19399446508,16.9085657363,0.579396503278,0.118,23.9,18.749,17.592,17.48,17.449,17.463,1.102,0.008,0.245,0.012,3554378044971577205,1.09464232225
24.2892292322,0.202272779342,1,ab,0.641688738048,0.641729146352,1.25856684276,31,17,0.245248632501,17.3958852414,0.642995863858,0.1,25.32,18.913,17.758,17.549,17.478,17.476,1.173,0.024,0.248,0.006,3554395637157621622,1.00542134852
23.2016874708,1.02993627146,1,ab,0.614318300907,0.614301016364,2.2524230461,34,252,0.246246332644,16.6498841352,0.530162470069,0.077,19.75,18.358,17.204,17.031,16.977,16.959,1.111,0.012,0.262,0.012,3554501190274151854,0.969634833422
336.075179635,0.783358529443,1,ab,0.575894767255,0.576804124978,1.63552270607,34,220,-0.0433443338122,16.5759462389,0.583339323964,0.188,18.7,18.217,17.087,16.908,16.861,16.862,1.145,0.02,0.265,0.008,3579270988224596832,0.978929605409
334.777411879,-0.0557864288995,1,ab,0.636128907018,0.636122635226,1.09164814656,28,117,-0.041127818143,18.0557424536,0.601052861876,0.243,36.34,19.685,18.524,18.36,18.329,18.308,1.095,0.05,0.286,0.014,3597390939850361638,1.14066781549
333.958897308,-0.639241274086,1,ab,0.602795918944,0.602789214315,0.609572823206,25,140,0.158627221345,17.8729883921,0.591316315026,0.269,33.71,19.587,18.384,18.167,18.104,18.091,1.182,0.027,0.312,0.005,3597478900780492890,1.00285220514
335.559553752,1.01664673385,1,c,0.395469574869,0.654077044885,7.45314950139,34,119,0.0756191256906,16.9881075315,0.599830537685,0.173,21.01,18.474,17.3,17.213,17.191,17.196,1.157,0.029,0.193,0.007,3615317377429127009,0.992117247365
335.563587635,1.01376440967,1,ab,0.586535092564,0.586538607743,1.41360972536,39,174,-0.00788521525818,17.0846699246,0.614298415366,0.173,22.45,18.687,17.497,17.29,17.228,17.208,1.193,0.008,0.278,0.005,3615317377429592664,0.974939266585
335.415069667,0.83327913999,1,ab,0.508395001373,0.50839667203,1.34197386436,33,351,-0.024885223486,15.6184934302,0.547987422171,0.171,12.06,17.303,16.11,15.99,15.969,15.97,1.164,0.01,0.27,0.008,3615334969615647745,0.965641931715
333.031166573,-1.13564540186,1,ab,0.571405302275,0.571380648606,1.99752500335,32,313,0.252239303812,16.5600857074,0.542664604021,0.257,17.08,18.031,16.882,16.724,16.685,16.703,1.129,0.01,0.268,0.003,3615563668033835898,0.996857836393
333.320239707,-0.537616923418,1,c,0.336589855659,0.336581224853,5.2034541227,34,379,-0.154240134634,16.6503950194,0.284336968948,0.254,17.24,18.011,16.841,16.829,16.862,16.905,1.135,0.01,0.096,0.004,3651539688495215971,1.14951096597
25.9201545404,0.507767290145,1,c,0.340179379813,0.463224797018,4.69265670488,28,322,-0.199223820996,16.8086499554,0.570380002634,0.111,18.37,18.138,16.989,16.95,16.972,17.007,1.114,0.018,0.116,0.009,3662411659470560264,0.800000719343
333.005489127,-0.0572975376648,1,ab,0.503096383566,0.503084418516,16.3856126381,39,363,0.143324668065,17.1727091243,0.554791623256,0.165,26.64,18.965,17.824,17.722,17.722,17.735,1.11,0.015,0.249,0.01,3687550893327528516,1.09935531738
333.098412295,0.0825256502933,1,c,0.350514843873,0.607629347192,14.4754334076,37,20,0.155880696097,15.810846841,0.630760808405,0.17,11.59,17.154,16.003,15.928,15.924,15.949,1.134,0.005,0.135,0.01,3687550893328132501,0.893223786626
332.805516041,-0.387486473727,1,ab,0.580769203352,0.581772401687,4.00780671752,30,54,-0.169453145387,16.9381329832,0.623365049261,0.25,20.42,18.351,17.259,17.125,17.111,17.119,1.078,0.019,0.234,0.007,3687586077699628281,0.982594772071
332.483161618,-0.647309129466,1,c,0.301655136155,0.301643664852,2.95082859981,46,379,-0.0328484443109,16.0471842728,0.284336968948,0.245,13.15,17.502,16.254,16.237,16.278,16.325,1.213,0.01,0.114,0.003,3687621262072279440,1.1999697717
332.018972219,-1.05509543216,1,ab,0.616113524717,0.61505094443,1.79397821639,33,113,0.301357378535,17.678451245,0.630911694543,0.246,29.39,19.214,18.08,17.877,17.804,17.783,1.15,0.035,0.273,0.012,3687674038630428753,0.927343768859
